"","videoId","textDisplay","textOriginal","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","canRate","viewerRating","likeCount","publishedAt","updatedAt"
"52","4HKNdrBYS5k","Ye toh tatti hai!","Ye toh tatti hai!","Rajdeep Chatterjee","https://yt3.ggpht.com/ytc/AMLnZu_Z924sNFh7-Hs6g30-a6l_z3n-pAJNqb1pF4Lbkw8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCQePRtHvLffIow2Q_ln_PiQ","UCQePRtHvLffIow2Q_ln_PiQ","TRUE","none","0","2022-10-18T19:11:59Z","2022-10-18T19:11:59Z"
"53","4HKNdrBYS5k","نورا فتحي حضورها قوي جدا وكاريزما","نورا فتحي حضورها قوي جدا وكاريزما","Salmeen Salm","https://yt3.ggpht.com/ytc/AMLnZu9PxHaHySK30Bzj3NaRXObsyij2iKHjmKQkj8_5PNE4vhMNOOh0kRNz-jVV3v9G=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCGURmVdq_676JdLR5EcY5aw","UCGURmVdq_676JdLR5EcY5aw","TRUE","none","0","2022-10-18T19:09:52Z","2022-10-18T19:09:52Z"
"54","4HKNdrBYS5k","Trash","Trash","Mr Ñoga","https://yt3.ggpht.com/JxArYDRsBzhQ6LNhX1HIb4qktgjyzAab-CPtTGoPUhFWlnKspT0zcj0HiDxZ4QR69-lM2akdGh4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCA72jAlVi4tZriDPC6e-Qeg","UCA72jAlVi4tZriDPC6e-Qeg","TRUE","none","1","2022-10-18T19:04:59Z","2022-10-18T19:04:59Z"
"55","4HKNdrBYS5k","Delete this song from existence","Delete this song from existence","DarkRaichu","https://yt3.ggpht.com/dxT50alSZLYWmBvtBD9Rg-lLTqm3T-N0idmMbiosee5DMalc115eQGdJlrsXellWnMDyt-9znA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCNxdIY2JoqdXryFlkx1AYng","UCNxdIY2JoqdXryFlkx1AYng","TRUE","none","0","2022-10-18T19:04:49Z","2022-10-18T19:04:49Z"
"56","4HKNdrBYS5k","اغنية لا علاقة بل كرة القدم ما هذا غباء و نور قاعدة تكرر في رقص و صوتها مزعج بلقيس و لي معاها خليجية لبس كاريثي صوت كاريثة اغنية لاعلاقة ماهذا مبين المخرج نام الكليب على العصر 😂👎👎👎👎👎👎👎","اغنية لا علاقة بل كرة القدم ما هذا غباء و نور قاعدة تكرر في رقص و صوتها مزعج بلقيس و لي معاها خليجية لبس كاريثي صوت كاريثة اغنية لاعلاقة ماهذا مبين المخرج نام الكليب على العصر 😂👎👎👎👎👎👎👎","Randa ziane","https://yt3.ggpht.com/ytc/AMLnZu-5BLzfIJTtn9yregwu9zojINeChfamh6YI66HF=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCyBsytKfSPDb45-kkAdMYMQ","UCyBsytKfSPDb45-kkAdMYMQ","TRUE","none","1","2022-10-18T19:04:29Z","2022-10-18T19:04:29Z"
"57","4HKNdrBYS5k","Honestly.. Manal is the best one here! Her voice suits the song very well","Honestly.. Manal is the best one here! Her voice suits the song very well","Varmy","https://yt3.ggpht.com/ytc/AMLnZu_Es8-sfU5likrEgXrV5o3UrI0Xw1ZofPCARWbPLw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCI8n6JcmchF0wZ0KyTcDo-w","UCI8n6JcmchF0wZ0KyTcDo-w","TRUE","none","3","2022-10-18T19:02:35Z","2022-10-18T19:02:35Z"
"58","4HKNdrBYS5k","&quot;Come and hang with me, wanna spend some time... I can teach you things&quot; 😏😏 i wish i can unhear this song  👎🏻red one failed us this time","""Come and hang with me, wanna spend some time... I can teach you things"" 😏😏 i wish i can unhear this song  👎🏻red one failed us this time","Manal Medah","https://yt3.ggpht.com/ytc/AMLnZu9zjOH8r3TxM_fVQJ_1pRgzC-aWkTpXmSvvAg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCJnJwq1pCyBL2PGjI1Lv-Wg","UCJnJwq1pCyBL2PGjI1Lv-Wg","TRUE","none","0","2022-10-18T19:00:59Z","2022-10-18T19:01:55Z"
"59","4HKNdrBYS5k","الأصوات جميلة  والأغنية جيدة لكن الكليب مسلوب الهوية ولا علاقة له بالثقافة<br>العربية ولا بكأس العالم","الأصوات جميلة  والأغنية جيدة لكن الكليب مسلوب الهوية ولا علاقة له بالثقافة
العربية ولا بكأس العالم","سجى فرحان","https://yt3.ggpht.com/ytc/AMLnZu9v2aY_FGejnEJRZOxze_Pd0uLY-u7pP8MJ__EfHFxvsuGt49oP3PAdZbxys2NJHQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCqO0JQXfMTvgQy1UfDE6YgQ","UCqO0JQXfMTvgQy1UfDE6YgQ","TRUE","none","0","2022-10-18T19:00:24Z","2022-10-18T19:00:24Z"
"60","4HKNdrBYS5k","Nora just spoiled this song <a href=""https://www.youtube.com/watch?v=4HKNdrBYS5k&amp;t=3m12s"">3:12</a>","Nora just spoiled this song 3:12","Rajdeep Modi","https://yt3.ggpht.com/td4K1pfOg-CHxl6t8U1UxDEoo7yOXKLWGbd841-lAoVoxLqzq_M4X1pE2EMPPdKJdw4qoROn8A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCW7Wvmsem70QxfilTbNsYew","UCW7Wvmsem70QxfilTbNsYew","TRUE","none","1","2022-10-18T18:57:55Z","2022-10-18T18:57:55Z"
"61","4HKNdrBYS5k","I think shakira Is best Singer she&#39;s is very Talented Girl shakira  2022 world cup song never beautiful song<br>Qatar world cup shakira song and dance Shakira would have been better What did Nora Fatehi need?Come see  Hindi comes in the middle of the song","I think shakira Is best Singer she's is very Talented Girl shakira  2022 world cup song never beautiful song
Qatar world cup shakira song and dance Shakira would have been better What did Nora Fatehi need?Come see  Hindi comes in the middle of the song","prince Ahmed shrey","https://yt3.ggpht.com/H-AElHMZ0qtxOidDeARj3PuyxR__8vjoISWoO41SL3_uWjJO0GpLXF4mwb3_UTLqt-da3VR5PQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC4r9upcCZpyUF11XXu8d-xw","UC4r9upcCZpyUF11XXu8d-xw","TRUE","none","0","2022-10-18T18:56:52Z","2022-10-18T18:57:43Z"
"62","4HKNdrBYS5k","ليش مغنيت بالعربي احنا عرب","ليش مغنيت بالعربي احنا عرب","Fatima Wajid","https://yt3.ggpht.com/ytc/AMLnZu_L8FBMsHgw-Q5mzPmHGBiY31urixs3fdrWknq_dtDHElbNjR9nOTOxm9L5QFZG=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCU_rapZKgtF-MkhXpDlTUvg","UCU_rapZKgtF-MkhXpDlTUvg","TRUE","none","0","2022-10-18T18:50:33Z","2022-10-18T18:50:33Z"
"63","4HKNdrBYS5k","Idk why I don&#39;t vibe with this track. It&#39;s shakira who can make us vibe. 🥲✌","Idk why I don't vibe with this track. It's shakira who can make us vibe. 🥲✌","Shahira Irfan","https://yt3.ggpht.com/ytc/AMLnZu91b0PQTdm0OfJJ0-efs1eITx9hUPQL7kDP_pH1KhQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCIwkBtsp2DTQQklYT0Mw9gA","UCIwkBtsp2DTQQklYT0Mw9gA","TRUE","none","0","2022-10-18T18:50:21Z","2022-10-18T18:50:21Z"
"64","4HKNdrBYS5k","disgusting hilarious","disgusting hilarious","Tarak Ahmad tonmoy","https://yt3.ggpht.com/ytc/AMLnZu-PqCRlTA4oO7SGH3Q7u8hDTsVZWcw20YYZN-E-zg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCYwPDgRtN58JdSRvltUDdiA","UCYwPDgRtN58JdSRvltUDdiA","TRUE","none","0","2022-10-18T18:49:27Z","2022-10-18T18:49:27Z"
"65","4HKNdrBYS5k","Morroco 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦❤❤❤❤","Morroco 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦❤❤❤❤","Judy Ab","https://yt3.ggpht.com/ytc/AMLnZu-054c4t0jxrxc507hkDdJsImhINgwSa6S2hO0HrGOsQYs6zAT6reNqvO2gmQrn=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCkOqi3el9Y_Na7yoO1HtY1A","UCkOqi3el9Y_Na7yoO1HtY1A","TRUE","none","0","2022-10-18T18:43:28Z","2022-10-18T18:43:28Z"
"66","4HKNdrBYS5k","This is so dumb?!","This is so dumb?!","Asiyah Ali","https://yt3.ggpht.com/yCFQhkWVdiOADW7v6CDog1AfUml2wY0VVGeQPuDdI2WozLy-lB-2DiITT6eGa4BbLYFYLuRbBA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UClJwcknUaBoDwCVgOmoZxBA","UClJwcknUaBoDwCVgOmoZxBA","TRUE","none","0","2022-10-18T18:39:56Z","2022-10-18T18:39:56Z"
"67","4HKNdrBYS5k","The 2 GOAT Cristiano and Messi This is their last World Cup (FIFA World Cup 2022)😢💔","The 2 GOAT Cristiano and Messi This is their last World Cup (FIFA World Cup 2022)😢💔","Feras","https://yt3.ggpht.com/NsXeu-QUjh8EJtwWeJpnHihd7MGiMWaz9QzFeucwh3T0_jkwLaiv8_ZdFLwzaVuow2ci3fyQhw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCLOyrIHSfOn943j8jID_EAg","UCLOyrIHSfOn943j8jID_EAg","TRUE","none","0","2022-10-18T18:39:10Z","2022-10-18T18:39:10Z"
"68","4HKNdrBYS5k","When you have money but don&#39;t have creativity","When you have money but don't have creativity","Belal Tec","https://yt3.ggpht.com/ytc/AMLnZu8TdKdhgxvHpZGvghfbAgbf6CDdXuvOthTTzQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCv8gnUqbiUlDMaAjyuj4KYA","UCv8gnUqbiUlDMaAjyuj4KYA","TRUE","none","1","2022-10-18T18:36:52Z","2022-10-18T18:36:52Z"
"69","4HKNdrBYS5k","🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦","🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦🇶🇦","P4Ho SANCHIo","https://yt3.ggpht.com/ytc/AMLnZu-DXzIrCENllQWqoTDVWM1Jx-4-Hu3Yhxck8Ydx=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCAXRzS3I6nwGFqnhr9u99mw","UCAXRzS3I6nwGFqnhr9u99mw","TRUE","none","0","2022-10-18T18:36:46Z","2022-10-18T18:36:46Z"
"70","4HKNdrBYS5k","🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦","🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦","P4Ho SANCHIo","https://yt3.ggpht.com/ytc/AMLnZu-DXzIrCENllQWqoTDVWM1Jx-4-Hu3Yhxck8Ydx=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCAXRzS3I6nwGFqnhr9u99mw","UCAXRzS3I6nwGFqnhr9u99mw","TRUE","none","0","2022-10-18T18:36:31Z","2022-10-18T18:36:31Z"
"71","4HKNdrBYS5k","احس الارجنتين بتفوز بكأس العالم","احس الارجنتين بتفوز بكأس العالم","Feras","https://yt3.ggpht.com/NsXeu-QUjh8EJtwWeJpnHihd7MGiMWaz9QzFeucwh3T0_jkwLaiv8_ZdFLwzaVuow2ci3fyQhw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCLOyrIHSfOn943j8jID_EAg","UCLOyrIHSfOn943j8jID_EAg","TRUE","none","1","2022-10-18T18:35:04Z","2022-10-18T18:35:04Z"
"72","4HKNdrBYS5k","الشيء الوحيد الي  يمثل الثقافة العربية من هاي الأغنية بس اسماء الفنانات  اما الباقي كله غربي 🙂💔","الشيء الوحيد الي  يمثل الثقافة العربية من هاي الأغنية بس اسماء الفنانات  اما الباقي كله غربي 🙂💔","حسوني حسوني","https://yt3.ggpht.com/ytc/AMLnZu9ldRfERXuE63HXv_R57omoCYLWUgL2sDd1M6g1JgbM0jwWGUGc7YI_jQaXxgooww=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCGLTYjozNCGARnuHFd9gYtw","UCGLTYjozNCGARnuHFd9gYtw","TRUE","none","1","2022-10-18T18:33:20Z","2022-10-18T18:34:07Z"
"73","4HKNdrBYS5k","I really didn&#39;t like it.","I really didn't like it.","Sara Mekadim","https://yt3.ggpht.com/ytc/AMLnZu_fxMOf0sZvwIgQ7gxRGNg-dsnfF6KgDozprxvh5DCJBZeZXqblJeYzFoQ8myTX=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCu5JvFPfGFe1KrR2fDQ-hZg","UCu5JvFPfGFe1KrR2fDQ-hZg","TRUE","none","0","2022-10-18T18:33:07Z","2022-10-18T18:33:07Z"
"74","4HKNdrBYS5k","اغنية فاشلة","اغنية فاشلة","Strange Information","https://yt3.ggpht.com/ytc/AMLnZu9H3f346eeh6dbeq7dsOcGNhqBkczrIW5ynGb0-=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCXgILsZwIBUbNfwvbNeGSYQ","UCXgILsZwIBUbNfwvbNeGSYQ","TRUE","none","1","2022-10-18T18:32:30Z","2022-10-18T18:32:30Z"
"75","4HKNdrBYS5k","Mind it, &quot;Old is Gold&quot;<br>And old song is gold song ✨💖","Mind it, ""Old is Gold""
And old song is gold song ✨💖","It’s Mawa blog","https://yt3.ggpht.com/pW7sHFTfp5kTde2UNGilVdGhwFQ8wJI_SJZ0EC7-3YSFpsBXSi0tRzV0K25SwIKqmDtvvmGzRQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCx8vAG-npaj-arX4xfrSjhg","UCx8vAG-npaj-arX4xfrSjhg","TRUE","none","1","2022-10-18T18:30:11Z","2022-10-18T18:30:11Z"
"76","4HKNdrBYS5k","So many song release <br>We expect Argentina or Brazil as champion but some other country wins the cup😂","So many song release 
We expect Argentina or Brazil as champion but some other country wins the cup😂","Jim Rahman","https://yt3.ggpht.com/q_LTOf1c8DWUHh8iOGwlGNHq4xrEuzDtbLBsjirUHTA92ytpLO1RlKR-lt3-9D2l1g7VkbHrNg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC7kEdUkr53bali0y4dRLhrw","UC7kEdUkr53bali0y4dRLhrw","TRUE","none","1","2022-10-18T18:28:55Z","2022-10-18T18:28:55Z"
"77","4HKNdrBYS5k","Sakira we want your song ❤","Sakira we want your song ❤","vishvarajsinh zala","https://yt3.ggpht.com/ytc/AMLnZu9wo9kZLfkATa20Lcp5zz7UKoZOVGyRZPExB6gG4Xo=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCCTkfGMQsfZFlsdtTpgBuaA","UCCTkfGMQsfZFlsdtTpgBuaA","TRUE","none","0","2022-10-18T18:28:45Z","2022-10-18T18:28:45Z"
"78","4HKNdrBYS5k","That&#39;s why old is Gold 🥇","That's why old is Gold 🥇","bangtan ot7","https://yt3.ggpht.com/ytc/AMLnZu9GfH2zSi5PRpMtu8LDq5GGNhaDl2trQvIqs6kuVSFSPE7zEjKm2YDxOHIBWH9E=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCpkzj10lshQRdeo2RqldfnA","UCpkzj10lshQRdeo2RqldfnA","TRUE","none","6","2022-10-18T18:28:06Z","2022-10-18T18:28:06Z"
"79","4HKNdrBYS5k","Football is a emotions not a hot topic 😕","Football is a emotions not a hot topic 😕","Ado Rasel","https://yt3.ggpht.com/ytc/AMLnZu_aP7AKhX2GAK-DFPWSsuLhEAGLgOHiAqoZ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC66vzEOkUC0B_etaKbSPPvw","UC66vzEOkUC0B_etaKbSPPvw","TRUE","none","0","2022-10-18T18:27:57Z","2022-10-18T18:27:57Z"
"80","4HKNdrBYS5k","This song is just not for women ❤️ still we&#39;re listening that,&quot;waka waka&quot;and it’s a special to people ❤️ we don’t wanna this hot girls. Just a meaningful song is the right key of masterpiece ✨","This song is just not for women ❤️ still we're listening that,""waka waka""and it’s a special to people ❤️ we don’t wanna this hot girls. Just a meaningful song is the right key of masterpiece ✨","It’s Mawa blog","https://yt3.ggpht.com/pW7sHFTfp5kTde2UNGilVdGhwFQ8wJI_SJZ0EC7-3YSFpsBXSi0tRzV0K25SwIKqmDtvvmGzRQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCx8vAG-npaj-arX4xfrSjhg","UCx8vAG-npaj-arX4xfrSjhg","TRUE","none","1","2022-10-18T18:27:09Z","2022-10-18T18:27:09Z"
"81","4HKNdrBYS5k","I love comments on this! Waka waka and waving flags on another level.. bad choice to be official song for the world cup.. and أين الطابع العربي أنا لا اراه 😂","I love comments on this! Waka waka and waving flags on another level.. bad choice to be official song for the world cup.. and أين الطابع العربي أنا لا اراه 😂","Bal8ees B.H","https://yt3.ggpht.com/ytc/AMLnZu91g0TCOjtYiFgD5UTJ10HszZAJzSkdcOuGc_mLHA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC6Nz7KU2ejR3O3kOXfmojKA","UC6Nz7KU2ejR3O3kOXfmojKA","TRUE","none","0","2022-10-18T18:24:22Z","2022-10-18T18:24:22Z"
"82","4HKNdrBYS5k","اسوأ اغنية اتعملت لكأس العالم بلا منازع","اسوأ اغنية اتعملت لكأس العالم بلا منازع","Nesma Gaber","https://yt3.ggpht.com/9a7z87iggm-JWhAC6bDiqKMSCqsAXPaScyaV76MCDAx6Sh2QhAQ6yGzU7WlBrGrbFQGA650qqw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC-Z0W3A2h1FVSFrz_B36OUw","UC-Z0W3A2h1FVSFrz_B36OUw","TRUE","none","0","2022-10-18T18:22:07Z","2022-10-18T18:22:07Z"
"83","4HKNdrBYS5k","Indian&#39;s ❤💥","Indian's ❤💥","syed Ýašëëñ","https://yt3.ggpht.com/ytc/AMLnZu8Dm-QPuh8P2e1HZ2W7xc33JFA3H1xY7kREOUuKKw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCJ0ALr4UlJTLBQpYW9KzkZA","UCJ0ALr4UlJTLBQpYW9KzkZA","TRUE","none","0","2022-10-18T18:20:02Z","2022-10-18T18:20:02Z"
"84","4HKNdrBYS5k","حرفيا اغنية حلوه وناجحه","حرفيا اغنية حلوه وناجحه","Noor Noor","https://yt3.ggpht.com/ytc/AMLnZu_g5nG2uDfJxRHTInlV74LxO4P4GWNbz6gnp3oy=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCl05ifkYCet2w6Wqr5sXIaw","UCl05ifkYCet2w6Wqr5sXIaw","TRUE","none","2","2022-10-18T18:16:59Z","2022-10-18T18:16:59Z"
"85","4HKNdrBYS5k","Is this a football song😂 no hype in this 😢","Is this a football song😂 no hype in this 😢","NoisyBoyLK","https://yt3.ggpht.com/ytc/AMLnZu9tooBnORn8vpK6CYq6elxqTyAnj4BO4yDZ7lTblw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCyT9Ym5Cc_ueEX3oE_MYv4A","UCyT9Ym5Cc_ueEX3oE_MYv4A","TRUE","none","0","2022-10-18T18:14:31Z","2022-10-18T18:14:31Z"
"86","4HKNdrBYS5k","خزيتو بنا <br>اغنية مملة","خزيتو بنا 
اغنية مملة","انور عبدالحكيم","https://yt3.ggpht.com/ytc/AMLnZu9M6EEoHJGE9iIOEykllB5m9xGqTDHsDcCCEg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCTaG1KC01aGMGvTybm2-OxA","UCTaG1KC01aGMGvTybm2-OxA","TRUE","none","1","2022-10-18T18:12:44Z","2022-10-18T18:12:44Z"
"87","4HKNdrBYS5k","I believe in wakka wakka and wavin supremacy","I believe in wakka wakka and wavin supremacy","3rd Degree YT","https://yt3.ggpht.com/ytc/AMLnZu_TQ4RAEtc8WBR7XzojJ3Qk8xySAm6KosYrWjxNFw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCtXZmnzwwCwttLUqvC6JzSg","UCtXZmnzwwCwttLUqvC6JzSg","TRUE","none","1","2022-10-18T18:12:42Z","2022-10-18T18:12:42Z"
"88","4HKNdrBYS5k","زي الخرا","زي الخرا","هنتر m16","https://yt3.ggpht.com/ytc/AMLnZu-3zOgQgTyr-qBuEVF-9zx_YR0eHwaR3gSPL9Uzqg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC0cyRRglkcfbqRM3MYZsrLg","UC0cyRRglkcfbqRM3MYZsrLg","TRUE","none","0","2022-10-18T18:11:00Z","2022-10-18T18:11:00Z"
"89","4HKNdrBYS5k","Women☕☕","Women☕☕","BISMA ANSARI","https://yt3.ggpht.com/ytc/AMLnZu_Gg28PYNGGOT8NR-fm-wg9O1AAd51pwOTsvWPkGQTFA05hO6_RpqWzVsS736_k=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCEzP4T43ai1eF5aQcFnmb8w","UCEzP4T43ai1eF5aQcFnmb8w","TRUE","none","0","2022-10-18T18:10:29Z","2022-10-18T18:10:29Z"
"90","4HKNdrBYS5k","Wow fantasticks son.... Leo mesi..,..♥","Wow fantasticks son.... Leo mesi..,..♥","MD Nazmul Islam","https://yt3.ggpht.com/ytc/AMLnZu_2CTg0S37QSSi2KA-SZ1qPxNNaRWK-Db52qJCmNBXNhAXEMoo_6E8RHByIxclA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCjpwRDryP2Hf7wZAHhB8xCw","UCjpwRDryP2Hf7wZAHhB8xCw","TRUE","none","0","2022-10-18T18:10:03Z","2022-10-18T18:10:03Z"
"91","4HKNdrBYS5k","Very disappointed:/","Very disappointed:/","woomed yesh","https://yt3.ggpht.com/ytc/AMLnZu_ZyFBEy6HTilEKKLcc9TvZxDmbdofwboTAxnOR2Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCO3l2jxP55kiZF67caEuvwg","UCO3l2jxP55kiZF67caEuvwg","TRUE","none","0","2022-10-18T18:01:48Z","2022-10-18T18:01:48Z"
"92","4HKNdrBYS5k","More dislikes than likes <br>Lol Fifa","More dislikes than likes 
Lol Fifa","Muhammad Ferdaus","https://yt3.ggpht.com/ytc/AMLnZu-CKZBIaqFfW92OIGg1TewmIKClktDDr8HuG9eqHfM5s6I6evq1OqiXErUwCFVX=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCijQhSJGIEHjVw4HGUKxN2g","UCijQhSJGIEHjVw4HGUKxN2g","TRUE","none","0","2022-10-18T17:57:38Z","2022-10-18T17:57:38Z"
"93","4HKNdrBYS5k","Item song","Item song","Mortuja Alom","https://yt3.ggpht.com/ytc/AMLnZu8YRgapd0PZeB6-8iFNBv2TIXORlSDZo1KoSF_SzQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCH0LMBInd_h7oFllxhzvoAw","UCH0LMBInd_h7oFllxhzvoAw","TRUE","none","0","2022-10-18T17:55:38Z","2022-10-18T17:55:38Z"
"94","4HKNdrBYS5k","One of the worst fifa world cup song 😭","One of the worst fifa world cup song 😭","Nikhil Verma","https://yt3.ggpht.com/ytc/AMLnZu_fe_cBzJuwXaH7oGRTgcVqMo93KW_KODRwGZIfmQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC0G-hDt80Rxa2ZO6G-1Qotg","UC0G-hDt80Rxa2ZO6G-1Qotg","TRUE","none","0","2022-10-18T17:52:06Z","2022-10-18T17:52:06Z"
"95","4HKNdrBYS5k","Totally dislike this song 💔💔💔","Totally dislike this song 💔💔💔","ff tamjid","https://yt3.ggpht.com/ytc/AMLnZu9-xN39mauWQE5eMMoMD803Nk9jApmlK4wRy6A2qg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC_1dpx1p5cztR_zYp0mFCPg","UC_1dpx1p5cztR_zYp0mFCPg","TRUE","none","0","2022-10-18T17:50:54Z","2022-10-18T17:50:54Z"
"96","4HKNdrBYS5k","Nora spoil the whole song😤😩😑","Nora spoil the whole song😤😩😑","Kartik Chaudhari","https://yt3.ggpht.com/ytc/AMLnZu_gZKeSVjnAV_TGVikwVGV71jCsG9Bm21hu9A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCBuuVj4jcMfX9TCPrkAxBxQ","UCBuuVj4jcMfX9TCPrkAxBxQ","TRUE","none","0","2022-10-18T17:43:56Z","2022-10-18T17:43:56Z"
"97","4HKNdrBYS5k","I blame K-pop culture","I blame K-pop culture","Jeffrey Rayan","https://yt3.ggpht.com/ytc/AMLnZu-AjSd_3ko4VzXYGNo3CMWdtNzXFYleAcz5yh7cPA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCEGxWNb69icYHBd9-w8ZSkQ","UCEGxWNb69icYHBd9-w8ZSkQ","TRUE","none","0","2022-10-18T17:39:39Z","2022-10-18T17:39:39Z"
"98","4HKNdrBYS5k","Anyone interested about the number of dislikes this video got😅","Anyone interested about the number of dislikes this video got😅","RAYAS","https://yt3.ggpht.com/7t145Lgk7MG-pZV4_xQmqfZkz6o5ChR6W6mH9bA6gTqM2lM5rhBtdpXzaht5ly98Cm2RCVdu=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCFoSNgih70My05rjgnMmRjw","UCFoSNgih70My05rjgnMmRjw","TRUE","none","2","2022-10-18T17:38:33Z","2022-10-18T17:38:33Z"
"99","4HKNdrBYS5k","What a garbage!<br>Old FIFA songs were amazing. Those songs gave us true FIFA world Cup vibe","What a garbage!
Old FIFA songs were amazing. Those songs gave us true FIFA world Cup vibe","Last man Standing","https://yt3.ggpht.com/ytc/AMLnZu-Rtp3QshCiqqGb6Ggk9FEWOWQHxGxGclOR6BQhAg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC75T6EqMAmLOO1sb54UUCNw","UC75T6EqMAmLOO1sb54UUCNw","TRUE","none","0","2022-10-18T17:38:15Z","2022-10-18T17:38:15Z"
